cohort,feature,source_group,day,generated_value,source_value,_merge,absolute_difference,match
mimic,Calcium,C1,2,8.2391,8.2391,both,0.0,True
mimic,Calcium,C1,3,8.2638,8.2638,both,0.0,True
mimic,Calcium,C1,4,8.3172,8.3172,both,0.0,True
mimic,Calcium,C1,5,8.3416,8.3416,both,0.0,True
mimic,Calcium,C1,6,8.352,8.352,both,0.0,True
mimic,Calcium,C1,7,8.3588,8.3588,both,0.0,True
mimic,Calcium,C2,-1,8.2064,8.2064,both,0.0,True
mimic,Calcium,C2,1,8.1573,8.1573,both,0.0,True
mimic,Calcium,C2,2,8.1613,8.1613,both,0.0,True
mimic,Calcium,C2,3,8.2034,8.2034,both,0.0,True
mimic,Calcium,C2,4,8.2542,8.2542,both,0.0,True
mimic,Calcium,C2,5,8.2962,8.2962,both,0.0,True
mimic,Calcium,C2,6,8.3133,8.3133,both,0.0,True
mimic,Calcium,C2,7,8.3284,8.3284,both,0.0,True
mimic,Calcium,C3,-1,8.1312,8.1312,both,0.0,True
mimic,Calcium,C3,1,8.0848,8.0848,both,0.0,True
mimic,Calcium,C3,2,8.0663,8.0663,both,0.0,True
mimic,Calcium,C3,3,8.0456,8.0456,both,0.0,True
mimic,Calcium,C3,4,8.1005,8.1005,both,0.0,True
mimic,Calcium,C3,5,8.1614,8.1614,both,0.0,True
mimic,Calcium,C3,6,8.2658,8.2658,both,0.0,True
mimic,Calcium,C3,7,8.3646,8.3646,both,0.0,True
mimic,Chloride,C1,-1,105.3154,105.3154,both,0.0,True
mimic,Chloride,C1,1,104.9039,104.9039,both,0.0,True
mimic,Chloride,C1,2,104.6093,104.6093,both,0.0,True
mimic,Chloride,C1,3,104.5764,104.5764,both,0.0,True
mimic,Chloride,C1,4,104.6147,104.6147,both,0.0,True
mimic,Chloride,C1,5,104.6913,104.6913,both,0.0,True
mimic,Chloride,C1,6,104.6701,104.6701,both,0.0,True
mimic,Chloride,C1,7,104.7101,104.7101,both,0.0,True
mimic,Chloride,C2,-1,105.5874,105.5874,both,0.0,True
mimic,Chloride,C2,1,105.3682,105.3682,both,0.0,True
mimic,Chloride,C2,2,104.8089,104.8089,both,0.0,True
mimic,Chloride,C2,3,104.4337,104.4337,both,0.0,True
mimic,Chloride,C2,4,104.2549,104.2549,both,0.0,True
mimic,Chloride,C2,5,104.0358,104.0358,both,0.0,True
mimic,Chloride,C2,6,103.6566,103.6566,both,0.0,True
mimic,Chloride,C2,7,103.3915,103.3915,both,0.0,True
mimic,Chloride,C3,-1,104.8709,104.8709,both,0.0,True
mimic,Chloride,C3,1,104.3321,104.3321,both,0.0,True
mimic,Chloride,C3,2,103.5892,103.5892,both,0.0,True
mimic,Chloride,C3,3,103.3903,103.3903,both,0.0,True
mimic,Chloride,C3,4,103.1379,103.1379,both,0.0,True
mimic,Chloride,C3,5,103.2324,103.2324,both,0.0,True
mimic,Chloride,C3,6,103.5498,103.5498,both,0.0,True
mimic,Chloride,C3,7,103.8301,103.8301,both,0.0,True
mimic,Creatinine,C1,-1,0.984,0.984,both,0.0,True
mimic,Creatinine,C1,1,1.156,1.156,both,0.0,True
mimic,Creatinine,C1,2,1.2043,1.2043,both,0.0,True
mimic,Creatinine,C1,3,1.1949,1.1949,both,0.0,True
mimic,Creatinine,C1,4,1.1829,1.1829,both,0.0,True
mimic,Creatinine,C1,5,1.158,1.158,both,0.0,True
mimic,Creatinine,C1,6,1.1456,1.1456,both,0.0,True
mimic,Creatinine,C1,7,1.1577,1.1577,both,0.0,True
mimic,Creatinine,C2,-1,0.8291,0.8291,both,0.0,True
mimic,Creatinine,C2,1,0.8283,0.8283,both,0.0,True
mimic,Creatinine,C2,2,0.7971,0.7971,both,0.0,True
mimic,Creatinine,C2,3,0.7562,0.7562,both,0.0,True
mimic,Creatinine,C2,4,0.7323,0.7323,both,0.0,True
mimic,Creatinine,C2,5,0.721,0.721,both,0.0,True
mimic,Creatinine,C2,6,0.7151,0.7151,both,0.0,True
mimic,Creatinine,C2,7,0.7202,0.7202,both,0.0,True
mimic,Creatinine,C3,-1,0.9869,0.9869,both,0.0,True
mimic,Creatinine,C3,1,1.4596,1.4596,both,0.0,True
mimic,Creatinine,C3,2,1.9941,1.9941,both,0.0,True
mimic,Creatinine,C3,3,2.4466,2.4466,both,0.0,True
mimic,Creatinine,C3,4,2.8052,2.8052,both,0.0,True
mimic,Creatinine,C3,5,3.0177,3.0177,both,0.0,True
mimic,Creatinine,C3,6,3.0747,3.0747,both,0.0,True
mimic,Creatinine,C3,7,2.9902,2.9902,both,0.0,True
mimic,DBP,C1,-1,60.0753,60.0753,both,0.0,True
mimic,DBP,C1,1,58.9159,58.9159,both,0.0,True
mimic,DBP,C1,2,60.1118,60.1118,both,0.0,True
mimic,DBP,C1,3,60.9668,60.9668,both,0.0,True
mimic,DBP,C1,4,61.5723,61.5723,both,0.0,True
mimic,DBP,C1,5,61.563,61.563,both,0.0,True
mimic,DBP,C1,6,61.4547,61.4547,both,0.0,True
mimic,DBP,C1,7,60.9171,60.9171,both,0.0,True
mimic,DBP,C2,-1,61.6129,61.6129,both,0.0,True
mimic,DBP,C2,1,60.8399,60.8399,both,0.0,True
mimic,DBP,C2,2,62.7777,62.7777,both,0.0,True
mimic,DBP,C2,3,64.1383,64.1383,both,0.0,True
mimic,DBP,C2,4,64.4658,64.4658,both,0.0,True
mimic,DBP,C2,5,64.9691,64.9691,both,0.0,True
mimic,DBP,C2,6,64.8392,64.8392,both,0.0,True
mimic,DBP,C2,7,64.5124,64.5124,both,0.0,True
mimic,DBP,C3,-1,61.6815,61.6815,both,0.0,True
mimic,DBP,C3,1,58.9695,58.9695,both,0.0,True
mimic,DBP,C3,2,58.8389,58.8389,both,0.0,True
mimic,DBP,C3,3,58.7279,58.7279,both,0.0,True
mimic,DBP,C3,4,59.5866,59.5866,both,0.0,True
mimic,DBP,C3,5,59.5844,59.5844,both,0.0,True
mimic,DBP,C3,6,59.774,59.774,both,0.0,True
mimic,DBP,C3,7,60.1013,60.1013,both,0.0,True
mimic,Fio2,C1,-1,54.8428,54.8428,both,0.0,True
mimic,Fio2,C1,1,51.502,51.502,both,0.0,True
mimic,Fio2,C1,2,50.2529,50.2529,both,0.0,True
mimic,Fio2,C1,3,49.3378,49.3378,both,0.0,True
mimic,Fio2,C1,4,48.6874,48.6874,both,0.0,True
mimic,Fio2,C1,5,48.1904,48.1904,both,0.0,True
mimic,Fio2,C1,6,47.7273,47.7273,both,0.0,True
mimic,Fio2,C1,7,47.0857,47.0857,both,0.0,True
mimic,Fio2,C2,-1,53.9057,53.9057,both,0.0,True
mimic,Fio2,C2,1,49.8317,49.8317,both,0.0,True
mimic,Fio2,C2,2,48.7818,48.7818,both,0.0,True
mimic,Fio2,C2,3,47.8851,47.8851,both,0.0,True
mimic,Fio2,C2,4,47.8021,47.8021,both,0.0,True
mimic,Fio2,C2,5,47.5915,47.5915,both,0.0,True
mimic,Fio2,C2,6,47.0304,47.0304,both,0.0,True
mimic,Fio2,C2,7,46.7739,46.7739,both,0.0,True
mimic,Fio2,C3,-1,59.147,59.147,both,0.0,True
mimic,Fio2,C3,1,54.3867,54.3867,both,0.0,True
mimic,Fio2,C3,2,52.6582,52.6582,both,0.0,True
mimic,Fio2,C3,3,51.2678,51.2678,both,0.0,True
mimic,Fio2,C3,4,49.7518,49.7518,both,0.0,True
mimic,Fio2,C3,5,48.7384,48.7384,both,0.0,True
mimic,Fio2,C3,6,49.5134,49.5134,both,0.0,True
mimic,Fio2,C3,7,48.2338,48.2338,both,0.0,True
mimic,Glucose,C1,-1,149.2708,149.2708,both,0.0,True
mimic,Glucose,C1,1,145.7368,145.7368,both,0.0,True
mimic,Glucose,C1,2,143.6214,143.6214,both,0.0,True
mimic,Glucose,C1,3,143.6396,143.6396,both,0.0,True
mimic,Glucose,C1,4,146.4776,146.4776,both,0.0,True
mimic,Glucose,C1,5,149.0878,149.0878,both,0.0,True
mimic,Glucose,C1,6,150.2785,150.2785,both,0.0,True
mimic,Glucose,C1,7,148.8703,148.8703,both,0.0,True
mimic,Glucose,C2,-1,142.245,142.245,both,0.0,True
mimic,Glucose,C2,1,133.8429,133.8429,both,0.0,True
mimic,Glucose,C2,2,134.0424,134.0424,both,0.0,True
mimic,Glucose,C2,3,133.9393,133.9393,both,0.0,True
mimic,Glucose,C2,4,136.281,136.281,both,0.0,True
mimic,Glucose,C2,5,140.7497,140.7497,both,0.0,True
mimic,Glucose,C2,6,142.467,142.467,both,0.0,True
mimic,Glucose,C2,7,144.531,144.531,both,0.0,True
mimic,Glucose,C3,-1,157.6384,157.6384,both,0.0,True
mimic,Glucose,C3,1,147.7744,147.7744,both,0.0,True
mimic,Glucose,C3,2,140.8279,140.8279,both,0.0,True
mimic,Glucose,C3,3,138.6987,138.6987,both,0.0,True
mimic,Glucose,C3,4,138.1786,138.1786,both,0.0,True
mimic,Glucose,C3,5,138.7578,138.7578,both,0.0,True
mimic,Glucose,C3,6,146.6679,146.6679,both,0.0,True
mimic,Glucose,C3,7,146.473,146.473,both,0.0,True
mimic,Heart Rate,C1,-1,91.0748,91.0748,both,0.0,True
mimic,Heart Rate,C1,1,88.4278,88.4278,both,0.0,True
mimic,Heart Rate,C1,2,87.977,87.977,both,0.0,True
mimic,Heart Rate,C1,3,87.5693,87.5693,both,0.0,True
mimic,Heart Rate,C1,4,87.2268,87.2268,both,0.0,True
mimic,Heart Rate,C1,5,87.9515,87.9515,both,0.0,True
mimic,Heart Rate,C1,6,87.4514,87.4514,both,0.0,True
mimic,Heart Rate,C1,7,87.8927,87.8927,both,0.0,True
mimic,Heart Rate,C2,-1,86.488,86.488,both,0.0,True
mimic,Heart Rate,C2,1,85.1778,85.1778,both,0.0,True
mimic,Heart Rate,C2,2,85.4888,85.4888,both,0.0,True
mimic,Heart Rate,C2,3,85.2303,85.2303,both,0.0,True
mimic,Heart Rate,C2,4,85.6123,85.6123,both,0.0,True
mimic,Heart Rate,C2,5,86.0226,86.0226,both,0.0,True
mimic,Heart Rate,C2,6,86.1346,86.1346,both,0.0,True
mimic,Heart Rate,C2,7,86.2507,86.2507,both,0.0,True
mimic,Heart Rate,C3,-1,95.3864,95.3864,both,0.0,True
mimic,Heart Rate,C3,1,93.1882,93.1882,both,0.0,True
mimic,Heart Rate,C3,2,92.4421,92.4421,both,0.0,True
mimic,Heart Rate,C3,3,90.8285,90.8285,both,0.0,True
mimic,Heart Rate,C3,4,89.9481,89.9481,both,0.0,True
mimic,Heart Rate,C3,5,89.5184,89.5184,both,0.0,True
mimic,Heart Rate,C3,6,90.1399,90.1399,both,0.0,True
mimic,Heart Rate,C3,7,91.6654,91.6654,both,0.0,True
mimic,Hematocrit,C1,-1,30.7366,30.7366,both,0.0,True
mimic,Hematocrit,C1,1,30.4683,30.4683,both,0.0,True
mimic,Hematocrit,C1,2,29.6888,29.6888,both,0.0,True
mimic,Hematocrit,C1,3,29.3005,29.3005,both,0.0,True
mimic,Hematocrit,C1,4,29.3154,29.3154,both,0.0,True
mimic,Hematocrit,C1,5,29.3436,29.3436,both,0.0,True
mimic,Hematocrit,C1,6,29.3486,29.3486,both,0.0,True
mimic,Hematocrit,C1,7,29.1001,29.1001,both,0.0,True
mimic,Hematocrit,C2,-1,32.0257,32.0257,both,0.0,True
mimic,Hematocrit,C2,1,31.3135,31.3135,both,0.0,True
mimic,Hematocrit,C2,2,30.3142,30.3142,both,0.0,True
mimic,Hematocrit,C2,3,30.1561,30.1561,both,0.0,True
mimic,Hematocrit,C2,4,30.1875,30.1875,both,0.0,True
mimic,Hematocrit,C2,5,30.2229,30.2229,both,0.0,True
mimic,Hematocrit,C2,6,30.1932,30.1932,both,0.0,True
mimic,Hematocrit,C2,7,30.1763,30.1763,both,0.0,True
mimic,Hematocrit,C3,-1,30.6996,30.6996,both,0.0,True
mimic,Hematocrit,C3,1,30.5939,30.5939,both,0.0,True
mimic,Hematocrit,C3,2,29.4103,29.4103,both,0.0,True
mimic,Hematocrit,C3,3,28.6104,28.6104,both,0.0,True
mimic,Hematocrit,C3,4,28.468,28.468,both,0.0,True
mimic,Hematocrit,C3,5,28.3794,28.3794,both,0.0,True
mimic,Hematocrit,C3,6,28.4033,28.4033,both,0.0,True
mimic,Hematocrit,C3,7,28.3214,28.3214,both,0.0,True
mimic,Hemoglobin,C1,-1,10.0861,10.0861,both,0.0,True
mimic,Hemoglobin,C1,1,10.0331,10.0331,both,0.0,True
mimic,Hemoglobin,C1,2,9.7559,9.7559,both,0.0,True
mimic,Hemoglobin,C1,3,9.6006,9.6006,both,0.0,True
mimic,Hemoglobin,C1,4,9.5867,9.5867,both,0.0,True
mimic,Hemoglobin,C1,5,9.5665,9.5665,both,0.0,True
mimic,Hemoglobin,C1,6,9.54,9.54,both,0.0,True
mimic,Hemoglobin,C1,7,9.4287,9.4287,both,0.0,True
mimic,Hemoglobin,C2,-1,10.5678,10.5678,both,0.0,True
mimic,Hemoglobin,C2,1,10.3846,10.3846,both,0.0,True
mimic,Hemoglobin,C2,2,10.0071,10.0071,both,0.0,True
mimic,Hemoglobin,C2,3,9.9083,9.9083,both,0.0,True
mimic,Hemoglobin,C2,4,9.9024,9.9024,both,0.0,True
mimic,Hemoglobin,C2,5,9.8972,9.8972,both,0.0,True
mimic,Hemoglobin,C2,6,9.8704,9.8704,both,0.0,True
mimic,Hemoglobin,C2,7,9.8238,9.8238,both,0.0,True
mimic,Hemoglobin,C3,-1,10.0699,10.0699,both,0.0,True
mimic,Hemoglobin,C3,1,10.0549,10.0549,both,0.0,True
mimic,Hemoglobin,C3,2,9.6652,9.6652,both,0.0,True
mimic,Hemoglobin,C3,3,9.4331,9.4331,both,0.0,True
mimic,Hemoglobin,C3,4,9.3897,9.3897,both,0.0,True
